Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Risk_Score,Risk_Category,Overall_Satisfaction,Income_Per_Company_Year,Engagement_Index,Automated_HR_Action,Target_ONET_Code,Current_Skills,Skill_Gap,Skill_Match_Pct,Recommendation
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,0.03821181,Low Risk,2.6666666666666665,687.4375,3.0,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Microsoft Excel, Google Docs, Writing, Active Listening, Intuit QuickBooks, Critical Thinking, Microsoft Outlook, Monitoring, Speaking, Adobe Illustrator, Microsoft Office software","Reading Comprehension, Adobe Acrobat, Adobe Creative Cloud software, Adobe Photoshop, Apple macOS, Facebook, Kronos Workforce Timekeeper",61.11,Start: Reading Comprehension
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,0.058571354,Low Risk,3.0,1667.6666666666667,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Microsoft Excel, Critical Thinking, Monitoring","Active Listening, Microsoft Outlook",60.0,Start: Active Listening
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,0.01679159,Low Risk,3.6666666666666665,579.1818181818181,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Critical Thinking, Microsoft Excel, Active Listening, Monitoring",Microsoft Outlook,80.0,Start: Microsoft Outlook
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,0.022371408,Low Risk,2.3333333333333335,1056.75,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Active Listening, Microsoft Outlook, Critical Thinking, Monitoring",Microsoft Excel,80.0,Start: Microsoft Excel
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,0.17489123,Low Risk,2.3333333333333335,979.25,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Excel, Microsoft Outlook, SAP software, Reading Comprehension, Monitoring, Microsoft Office software, Microsoft Word","Critical Thinking, Microsoft PowerPoint",77.78,Start: Critical Thinking
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,0.057684757,Low Risk,3.0,9151.5,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Active Listening, Autodesk Revit, Microsoft Word, Microsoft Office software, Speaking, Writing, Mathematics, Microsoft Windows, Critical Thinking, Autodesk AutoCAD","Reading Comprehension, Monitoring, Active Learning, Learning Strategies, Autodesk AutoCAD Civil 3D, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft Visio, Oracle Primavera Enterprise Project Portfolio Management",47.62,Start: Reading Comprehension
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,0.6107653,Medium Risk,2.3333333333333335,1190.0,2.6666666666666665,MEDIUM RISK: Manager check-in; mentorship; targeted development plan.,51-9083.00,"Microsoft Outlook, Microsoft PowerPoint, Microsoft Office software, Monitoring","Reading Comprehension, Critical Thinking, Microsoft Excel, Microsoft Word, SAP software",44.44,Start: Reading Comprehension
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,0.131131,Low Risk,2.6666666666666665,2287.6666666666665,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Critical Thinking, Monitoring, Microsoft Excel","Active Listening, Microsoft Outlook",60.0,Start: Active Listening
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,0.8286046,High Risk,1.3333333333333333,2388.5,1.3333333333333333,HIGH RISK: HR review; retention conversation; career-path and compensation review.,43-4051.00,"Microsoft Excel, Intuit QuickBooks, Speaking, Writing, Microsoft Outlook, Active Listening, Reading Comprehension, Critical Thinking, Adobe Creative Cloud software, Adobe Photoshop, Facebook, Google Docs, Kronos Workforce Timekeeper","Monitoring, Microsoft Office software, Adobe Acrobat, Adobe Illustrator, Apple macOS",72.22,Start: Monitoring
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,0.15987301,Low Risk,3.0,709.4444444444445,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Kronos Workforce Timekeeper, Microsoft Excel, Adobe Creative Cloud software, Monitoring, Reading Comprehension, Critical Thinking, Microsoft Outlook, Intuit QuickBooks, Speaking","Active Listening, Writing, Microsoft Office software, Adobe Acrobat, Adobe Illustrator, Adobe Photoshop, Apple macOS, Facebook, Google Docs",50.0,Start: Active Listening
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,0.027313046,Low Risk,2.3333333333333335,907.8636363636364,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Learning Strategies, Microsoft Office software, Critical Thinking, Monitoring, Active Listening, Microsoft Word, Speaking","Reading Comprehension, Writing, Active Learning, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint",53.85,Start: Reading Comprehension
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,0.51965,Medium Risk,3.0,3430.5,3.0,MEDIUM RISK: Manager check-in; mentorship; targeted development plan.,53-3031.00,"Writing, Critical Thinking, Active Listening","Speaking, Reading Comprehension, Microsoft Excel, Microsoft Office software",42.86,Start: Speaking
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,0.91067916,High Risk,2.3333333333333335,1656.3333333333333,2.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,53-3031.00,"Speaking, Writing, Active Listening, Critical Thinking","Reading Comprehension, Microsoft Excel, Microsoft Office software",57.14,Start: Reading Comprehension
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,0.87767917,High Risk,3.0,601.3636363636364,2.6666666666666665,HIGH RISK: HR review; retention conversation; career-path and compensation review.,47-1011.03,"Critical Thinking, Microsoft Project, Microsoft Outlook, Microsoft Excel, Microsoft Visio, Writing, Autodesk AutoCAD, Monitoring, Microsoft Office software, Speaking, Oracle Primavera Enterprise Project Portfolio Management, Mathematics, Reading Comprehension, Active Learning, Learning Strategies","Active Listening, Autodesk AutoCAD Civil 3D, Autodesk Revit, Microsoft PowerPoint, Microsoft Windows, Microsoft Word",71.43,Start: Active Listening
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,0.06338163,Low Risk,3.6666666666666665,1024.6153846153845,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Microsoft Office software, Speaking, Microsoft Excel, Critical Thinking, Writing, Reading Comprehension",Active Listening,85.71,Start: Active Listening
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,0.010023885,Low Risk,2.6666666666666665,334.05263157894734,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Writing, Microsoft Office software, Speaking","Active Listening, Critical Thinking, Reading Comprehension, Microsoft Excel",42.86,Start: Active Listening
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,0.655674,Medium Risk,2.3333333333333335,152.38888888888889,2.3333333333333335,MEDIUM RISK: Manager check-in; mentorship; targeted development plan.,51-9083.00,"Microsoft Office software, Microsoft Word, Microsoft PowerPoint, Reading Comprehension","Critical Thinking, Monitoring, Microsoft Excel, Microsoft Outlook, SAP software",44.44,Start: Critical Thinking
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,0.13969034,Low Risk,2.6666666666666665,494.54545454545456,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Monitoring, Microsoft Excel, Microsoft Outlook","Critical Thinking, Active Listening",60.0,Start: Critical Thinking
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,0.064349346,Low Risk,3.3333333333333335,780.6666666666666,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,41-4012.00,"Adobe Creative Cloud software, Active Listening, Microsoft Excel, Adobe InDesign, Microsoft PowerPoint, Microsoft Outlook, Apple macOS, Writing, Adobe Acrobat, Autodesk AutoCAD, Critical Thinking","Speaking, Reading Comprehension, Active Learning, Monitoring, Microsoft Office software, Salesforce software, Adobe Illustrator, Adobe Photoshop",57.89,Start: Speaking
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,0.012590686,Low Risk,3.3333333333333335,1765.0,4.0,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Microsoft Project, Autodesk Revit, Writing, Autodesk AutoCAD Civil 3D, Microsoft PowerPoint, Microsoft Outlook, Mathematics, Microsoft Visio, Speaking, Oracle Primavera Enterprise Project Portfolio Management, Microsoft Word, Microsoft Windows, Learning Strategies, Active Listening, Reading Comprehension, Autodesk AutoCAD, Microsoft Office software","Monitoring, Critical Thinking, Active Learning, Microsoft Excel",80.95,Start: Monitoring
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,0.19978635,Low Risk,3.0,447.22222222222223,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"SAP software, Microsoft Office software, Microsoft Excel, Microsoft PowerPoint, Reading Comprehension, Critical Thinking","Monitoring, Microsoft Outlook, Microsoft Word",66.67,Start: Monitoring
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,0.02721016,Low Risk,3.3333333333333335,607.8125,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Active Listening, Writing, Microsoft Office software, Speaking","Critical Thinking, Reading Comprehension, Microsoft Excel",57.14,Start: Critical Thinking
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,0.13531296,Low Risk,3.0,1700.5714285714287,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Microsoft Windows, Microsoft Outlook, Microsoft Office software, Microsoft Visio, Autodesk AutoCAD, Mathematics, Oracle Primavera Enterprise Project Portfolio Management, Learning Strategies, Microsoft Excel, Microsoft PowerPoint, Speaking, Autodesk AutoCAD Civil 3D, Microsoft Word, Microsoft Project","Reading Comprehension, Monitoring, Active Listening, Critical Thinking, Writing, Active Learning, Autodesk Revit",66.67,Start: Reading Comprehension
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,0.3833164,Low Risk,1.6666666666666667,311.0,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,43-4161.00,"Oracle HRIS, Microsoft PowerPoint, Google Docs, Microsoft Excel, Oracle PeopleSoft, Writing, Speaking, Applicant tracking software, Microsoft Outlook, Critical Thinking, Microsoft Access","Reading Comprehension, Active Listening, Monitoring, Active Learning, Microsoft Office software, Microsoft Word, Microsoft SharePoint, Microsoft Visio",57.89,Start: Reading Comprehension
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,0.12853602,Low Risk,2.0,470.3125,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Microsoft Office software, Critical Thinking, Writing, Microsoft Excel, Reading Comprehension","Active Listening, Speaking",71.43,Start: Active Listening
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,0.7889052,High Risk,2.0,2417.0,2.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,51-9083.00,"Microsoft Word, Microsoft Office software, Microsoft PowerPoint, Microsoft Excel","Reading Comprehension, Critical Thinking, Monitoring, Microsoft Outlook, SAP software",44.44,Start: Reading Comprehension
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,0.91067135,High Risk,1.3333333333333333,510.5,1.6666666666666667,HIGH RISK: HR review; retention conversation; career-path and compensation review.,15-1221.00,"Critical Thinking, Bash, Speaking, Science, Apache Spark, C, Git, Writing, Active Learning, Docker, Reading Comprehension, Ansible software, GitHub, Amazon Web Services AWS software, Active Listening, Monitoring","Mathematics, Learning Strategies, Apache Hadoop, Apache Kafka, C++, Go",72.73,Start: Mathematics
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,0.33930632,Low Risk,3.3333333333333335,1110.0,3.0,LOW RISK: Continue standard career development and engagement tracking.,41-4012.00,"Microsoft Office software, Microsoft Excel, Speaking, Microsoft PowerPoint, Critical Thinking, Adobe Photoshop, Apple macOS, Salesforce software, Autodesk AutoCAD, Microsoft Outlook, Adobe Creative Cloud software, Adobe Illustrator, Active Learning, Adobe Acrobat","Active Listening, Reading Comprehension, Writing, Monitoring, Adobe InDesign",73.68,Start: Active Listening
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,0.8499669,High Risk,2.6666666666666665,526.0,3.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,41-4012.00,"Salesforce software, Adobe InDesign, Writing, Adobe Acrobat, Microsoft PowerPoint, Active Listening, Microsoft Excel, Active Learning, Autodesk AutoCAD","Speaking, Reading Comprehension, Critical Thinking, Monitoring, Microsoft Office software, Microsoft Outlook, Adobe Creative Cloud software, Adobe Illustrator, Adobe Photoshop, Apple macOS",47.37,Start: Speaking
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,0.052275393,Low Risk,2.3333333333333335,940.3333333333334,3.0,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Go, Science, Amazon Web Services AWS software, C, Reading Comprehension, GitHub, Apache Hadoop, Git, C++, Apache Spark, Bash, Active Listening, Learning Strategies, Writing, Monitoring, Speaking, Apache Kafka, Mathematics, Docker","Active Learning, Critical Thinking, Ansible software",86.36,Start: Active Learning
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,0.05193784,Low Risk,3.0,2137.4444444444443,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Active Learning, Microsoft Outlook, Active Listening, Microsoft PowerPoint, Learning Strategies, Microsoft Excel, Microsoft Office software, Reading Comprehension, Critical Thinking, Speaking, Microsoft Word","Monitoring, Writing",84.62,Start: Monitoring
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,0.080861576,Low Risk,2.3333333333333335,821.4,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Writing, Microsoft Outlook, Active Listening, Adobe Photoshop, Google Docs, Adobe Illustrator, Speaking, Monitoring, Kronos Workforce Timekeeper, Microsoft Excel","Critical Thinking, Reading Comprehension, Microsoft Office software, Adobe Acrobat, Adobe Creative Cloud software, Apple macOS, Facebook, Intuit QuickBooks",55.56,Start: Critical Thinking
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,0.24701346,Low Risk,2.0,1049.5,2.0,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Speaking, Microsoft Office software, Active Listening","Critical Thinking, Reading Comprehension, Writing, Microsoft Excel",42.86,Start: Critical Thinking
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,0.048832655,Low Risk,2.3333333333333335,334.5,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"C, Docker, Active Learning, Learning Strategies, Apache Kafka, Git, Speaking, Mathematics, Active Listening, Reading Comprehension, Go, Writing, Amazon Web Services AWS software, Ansible software, Critical Thinking, C++, Science","Monitoring, Apache Hadoop, Apache Spark, Bash, GitHub",77.27,Start: Monitoring
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,0.019054785,Low Risk,4.0,6542.333333333333,3.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,27-2041.00,"Monitoring, Reading Comprehension, Speaking, Learning Strategies, Active Learning, Microsoft Office software, Writing, Microsoft Excel, Microsoft Word, Critical Thinking","Active Listening, Microsoft Outlook, Microsoft PowerPoint",76.92,Start: Active Listening
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,0.45364788,Medium Risk,2.6666666666666665,1068.6,3.0,MEDIUM RISK: Manager check-in; mentorship; targeted development plan.,53-3031.00,"Speaking, Writing, Critical Thinking, Reading Comprehension, Active Listening","Microsoft Excel, Microsoft Office software",71.43,Start: Microsoft Excel
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,0.11898483,Low Risk,2.0,490.3333333333333,2.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Amazon Web Services AWS software, Apache Spark, C, Writing, Active Learning, GitHub, Active Listening, C++, Bash, Reading Comprehension, Learning Strategies, Apache Hadoop","Mathematics, Critical Thinking, Speaking, Monitoring, Science, Ansible software, Apache Kafka, Docker, Git, Go",54.55,Start: Mathematics
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,0.12429677,Low Risk,3.3333333333333335,590.5333333333333,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Microsoft Outlook, Microsoft Excel, Monitoring","Critical Thinking, Active Listening",60.0,Start: Critical Thinking
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,0.06771152,Low Risk,2.0,1675.6,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,47-1011.03,"Oracle Primavera Enterprise Project Portfolio Management, Active Listening, Speaking, Active Learning, Autodesk AutoCAD, Mathematics, Autodesk Revit, Autodesk AutoCAD Civil 3D, Critical Thinking, Microsoft Office software, Microsoft Excel, Microsoft Project, Writing, Learning Strategies, Reading Comprehension, Microsoft Outlook","Monitoring, Microsoft PowerPoint, Microsoft Visio, Microsoft Windows, Microsoft Word",76.19,Start: Monitoring
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,0.12458574,Low Risk,3.3333333333333335,5399.0,3.3333333333333335,LOW RISK: Continue standard career development and engagement tracking.,53-3031.00,"Critical Thinking, Active Listening, Microsoft Excel, Reading Comprehension, Speaking","Writing, Microsoft Office software",71.43,Start: Writing
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,0.94992733,High Risk,3.3333333333333335,774.3333333333334,3.6666666666666665,HIGH RISK: HR review; retention conversation; career-path and compensation review.,41-4012.00,"Reading Comprehension, Monitoring, Microsoft Excel, Adobe Creative Cloud software, Adobe Illustrator, Salesforce software, Writing, Microsoft Outlook, Adobe InDesign, Critical Thinking","Active Listening, Speaking, Active Learning, Microsoft Office software, Microsoft PowerPoint, Adobe Acrobat, Adobe Photoshop, Apple macOS, Autodesk AutoCAD",52.63,Start: Active Listening
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,0.970883,High Risk,1.6666666666666667,708.0,2.0,HIGH RISK: HR review; retention conversation; career-path and compensation review.,51-9083.00,"Microsoft Word, Microsoft Excel, Microsoft Office software, Microsoft Outlook, SAP software, Microsoft PowerPoint, Critical Thinking","Reading Comprehension, Monitoring",77.78,Start: Reading Comprehension
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,0.039682873,Low Risk,2.0,271.47058823529414,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Speaking, Apache Spark, Reading Comprehension, Science, Git, Critical Thinking, Bash, Monitoring, Writing, Ansible software, Mathematics, Learning Strategies, Amazon Web Services AWS software, GitHub, Go, Active Learning, Docker","Active Listening, Apache Hadoop, Apache Kafka, C, C++",77.27,Start: Active Listening
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,0.20547587,Low Risk,2.3333333333333335,223.72727272727272,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Speaking, Git, Bash, Reading Comprehension, C, C++, Apache Kafka, Critical Thinking, Writing, Learning Strategies, Science, Apache Spark, Ansible software, Active Learning, Docker, Amazon Web Services AWS software","Mathematics, Active Listening, Monitoring, Apache Hadoop, GitHub, Go",72.73,Start: Mathematics
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,0.10477983,Low Risk,1.3333333333333333,792.9090909090909,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,43-4051.00,"Adobe Illustrator, Adobe Acrobat, Monitoring, Writing, Speaking, Microsoft Office software, Facebook, Microsoft Excel, Apple macOS","Active Listening, Critical Thinking, Reading Comprehension, Microsoft Outlook, Adobe Creative Cloud software, Adobe Photoshop, Google Docs, Intuit QuickBooks, Kronos Workforce Timekeeper",50.0,Start: Active Listening
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,0.14061074,Low Risk,1.0,659.1666666666666,1.6666666666666667,LOW RISK: Continue standard career development and engagement tracking.,51-9083.00,"Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Reading Comprehension, Microsoft Office software, Monitoring, SAP software","Critical Thinking, Microsoft Outlook",77.78,Start: Critical Thinking
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,0.06051659,Low Risk,2.3333333333333335,1422.4285714285713,2.0,LOW RISK: Continue standard career development and engagement tracking.,51-9195.05,"Critical Thinking, Monitoring, Active Listening","Microsoft Excel, Microsoft Outlook",60.0,Start: Microsoft Excel
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,0.029005028,Low Risk,2.6666666666666665,306.90909090909093,2.6666666666666665,LOW RISK: Continue standard career development and engagement tracking.,15-1221.00,"Apache Hadoop, Ansible software, Apache Kafka, Bash, Reading Comprehension, Apache Spark, Docker, C, Go, Writing, Science, Amazon Web Services AWS software, Git, C++, GitHub","Active Learning, Mathematics, Critical Thinking, Active Listening, Speaking, Monitoring, Learning Strategies",68.18,Start: Active Learning
