EmployeeID,TargetRoleONET,CurrentSkill
1046,51-9083.00,Critical Thinking
1047,53-3031.00,Active Listening
1047,53-3031.00,Writing
1047,53-3031.00,Microsoft Office software
1047,53-3031.00,Speaking
1048,47-1011.03,Microsoft Windows
1048,47-1011.03,Microsoft Outlook
1048,47-1011.03,Microsoft Office software
1048,47-1011.03,Microsoft Visio
1048,47-1011.03,Autodesk AutoCAD
1048,47-1011.03,Mathematics
1048,47-1011.03,Oracle Primavera Enterprise Project Portfolio Management
1048,47-1011.03,Learning Strategies
1048,47-1011.03,Microsoft Excel
1048,47-1011.03,Microsoft PowerPoint
1048,47-1011.03,Speaking
1048,47-1011.03,Autodesk AutoCAD Civil 3D
1048,47-1011.03,Microsoft Word
1048,47-1011.03,Microsoft Project
1049,43-4161.00,Oracle HRIS
1049,43-4161.00,Microsoft PowerPoint
1049,43-4161.00,Google Docs
1049,43-4161.00,Microsoft Excel
1049,43-4161.00,Oracle PeopleSoft
1049,43-4161.00,Writing
1049,43-4161.00,Speaking
1049,43-4161.00,Applicant tracking software
1049,43-4161.00,Microsoft Outlook
1049,43-4161.00,Critical Thinking
1049,43-4161.00,Microsoft Access
1050,53-3031.00,Microsoft Office software
1050,53-3031.00,Critical Thinking
1050,53-3031.00,Writing
1050,53-3031.00,Microsoft Excel
1050,53-3031.00,Reading Comprehension
1052,51-9083.00,Microsoft Word
1052,51-9083.00,Microsoft Office software
1052,51-9083.00,Microsoft PowerPoint
1052,51-9083.00,Microsoft Excel
1053,15-1221.00,Critical Thinking
1053,15-1221.00,Bash
1053,15-1221.00,Speaking
1053,15-1221.00,Science
1053,15-1221.00,Apache Spark
1053,15-1221.00,C
1053,15-1221.00,Git
1053,15-1221.00,Writing
1053,15-1221.00,Active Learning
1053,15-1221.00,Docker
1053,15-1221.00,Reading Comprehension
1053,15-1221.00,Ansible software
1053,15-1221.00,GitHub
1053,15-1221.00,Amazon Web Services AWS software
1053,15-1221.00,Active Listening
1053,15-1221.00,Monitoring
1055,41-4012.00,Microsoft Office software
1055,41-4012.00,Microsoft Excel
1055,41-4012.00,Speaking
1055,41-4012.00,Microsoft PowerPoint
1055,41-4012.00,Critical Thinking
1055,41-4012.00,Adobe Photoshop
1055,41-4012.00,Apple macOS
1055,41-4012.00,Salesforce software
1055,41-4012.00,Autodesk AutoCAD
1055,41-4012.00,Microsoft Outlook
1055,41-4012.00,Adobe Creative Cloud software
1055,41-4012.00,Adobe Illustrator
1055,41-4012.00,Active Learning
1055,41-4012.00,Adobe Acrobat
1056,41-4012.00,Salesforce software
1056,41-4012.00,Adobe InDesign
1056,41-4012.00,Writing
1056,41-4012.00,Adobe Acrobat
1056,41-4012.00,Microsoft PowerPoint
1056,41-4012.00,Active Listening
1056,41-4012.00,Microsoft Excel
1056,41-4012.00,Active Learning
1056,41-4012.00,Autodesk AutoCAD
1060,15-1221.00,Go
1060,15-1221.00,Science
1060,15-1221.00,Amazon Web Services AWS software
1060,15-1221.00,C
1060,15-1221.00,Reading Comprehension
1060,15-1221.00,GitHub
1060,15-1221.00,Apache Hadoop
1060,15-1221.00,Git
1060,15-1221.00,C++
1060,15-1221.00,Apache Spark
1060,15-1221.00,Bash
1060,15-1221.00,Active Listening
1060,15-1221.00,Learning Strategies
1060,15-1221.00,Writing
1060,15-1221.00,Monitoring
1060,15-1221.00,Speaking
1060,15-1221.00,Apache Kafka
1060,15-1221.00,Mathematics
1060,15-1221.00,Docker
1061,27-2041.00,Active Learning
1061,27-2041.00,Microsoft Outlook
1061,27-2041.00,Active Listening
1061,27-2041.00,Microsoft PowerPoint
1061,27-2041.00,Learning Strategies
1061,27-2041.00,Microsoft Excel
1061,27-2041.00,Microsoft Office software
1061,27-2041.00,Reading Comprehension
1061,27-2041.00,Critical Thinking
1061,27-2041.00,Speaking
1061,27-2041.00,Microsoft Word
1062,43-4051.00,Writing
1062,43-4051.00,Microsoft Outlook
1062,43-4051.00,Active Listening
1062,43-4051.00,Adobe Photoshop
1062,43-4051.00,Google Docs
1062,43-4051.00,Adobe Illustrator
1062,43-4051.00,Speaking
1062,43-4051.00,Monitoring
1062,43-4051.00,Kronos Workforce Timekeeper
1062,43-4051.00,Microsoft Excel
1066,53-3031.00,Speaking
1066,53-3031.00,Microsoft Office software
1066,53-3031.00,Active Listening
1068,15-1221.00,C
1068,15-1221.00,Docker
1068,15-1221.00,Active Learning
1068,15-1221.00,Learning Strategies
1068,15-1221.00,Apache Kafka
1068,15-1221.00,Git
1068,15-1221.00,Speaking
1068,15-1221.00,Mathematics
1068,15-1221.00,Active Listening
1068,15-1221.00,Reading Comprehension
1068,15-1221.00,Go
1068,15-1221.00,Writing
1068,15-1221.00,Amazon Web Services AWS software
1068,15-1221.00,Ansible software
1068,15-1221.00,Critical Thinking
1068,15-1221.00,C++
1068,15-1221.00,Science
1069,27-2041.00,Monitoring
1069,27-2041.00,Reading Comprehension
1069,27-2041.00,Speaking
1069,27-2041.00,Learning Strategies
1069,27-2041.00,Active Learning
1069,27-2041.00,Microsoft Office software
1069,27-2041.00,Writing
1069,27-2041.00,Microsoft Excel
1069,27-2041.00,Microsoft Word
1069,27-2041.00,Critical Thinking
1070,53-3031.00,Speaking
1070,53-3031.00,Writing
1070,53-3031.00,Critical Thinking
1070,53-3031.00,Reading Comprehension
1070,53-3031.00,Active Listening
1071,15-1221.00,Amazon Web Services AWS software
1071,15-1221.00,Apache Spark
1071,15-1221.00,C
1071,15-1221.00,Writing
1071,15-1221.00,Active Learning
1071,15-1221.00,GitHub
1071,15-1221.00,Active Listening
1071,15-1221.00,C++
1071,15-1221.00,Bash
1071,15-1221.00,Reading Comprehension
1071,15-1221.00,Learning Strategies
1071,15-1221.00,Apache Hadoop
1073,51-9195.05,Microsoft Outlook
1073,51-9195.05,Microsoft Excel
1073,51-9195.05,Monitoring
1074,47-1011.03,Oracle Primavera Enterprise Project Portfolio Management
1074,47-1011.03,Active Listening
1074,47-1011.03,Speaking
1074,47-1011.03,Active Learning
1074,47-1011.03,Autodesk AutoCAD
1074,47-1011.03,Mathematics
1074,47-1011.03,Autodesk Revit
1074,47-1011.03,Autodesk AutoCAD Civil 3D
1074,47-1011.03,Critical Thinking
1074,47-1011.03,Microsoft Office software
1074,47-1011.03,Microsoft Excel
1074,47-1011.03,Microsoft Project
1074,47-1011.03,Writing
1074,47-1011.03,Learning Strategies
1074,47-1011.03,Reading Comprehension
1074,47-1011.03,Microsoft Outlook
1076,53-3031.00,Critical Thinking
1076,53-3031.00,Active Listening
1076,53-3031.00,Microsoft Excel
1076,53-3031.00,Reading Comprehension
1076,53-3031.00,Speaking
1077,41-4012.00,Reading Comprehension
1077,41-4012.00,Monitoring
1077,41-4012.00,Microsoft Excel
1077,41-4012.00,Adobe Creative Cloud software
1077,41-4012.00,Adobe Illustrator
1077,41-4012.00,Salesforce software
1077,41-4012.00,Writing
1077,41-4012.00,Microsoft Outlook
1077,41-4012.00,Adobe InDesign
1077,41-4012.00,Critical Thinking
1079,51-9083.00,Microsoft Word
1079,51-9083.00,Microsoft Excel
1079,51-9083.00,Microsoft Office software
1079,51-9083.00,Microsoft Outlook
1079,51-9083.00,SAP software
1079,51-9083.00,Microsoft PowerPoint
1079,51-9083.00,Critical Thinking
1080,15-1221.00,Speaking
1080,15-1221.00,Apache Spark
1080,15-1221.00,Reading Comprehension
1080,15-1221.00,Science
1080,15-1221.00,Git
1080,15-1221.00,Critical Thinking
1080,15-1221.00,Bash
1080,15-1221.00,Monitoring
1080,15-1221.00,Writing
1080,15-1221.00,Ansible software
1080,15-1221.00,Mathematics
1080,15-1221.00,Learning Strategies
1080,15-1221.00,Amazon Web Services AWS software
1080,15-1221.00,GitHub
1080,15-1221.00,Go
1080,15-1221.00,Active Learning
1080,15-1221.00,Docker
1081,15-1221.00,Speaking
1081,15-1221.00,Git
1081,15-1221.00,Bash
1081,15-1221.00,Reading Comprehension
1081,15-1221.00,C
1081,15-1221.00,C++
1081,15-1221.00,Apache Kafka
1081,15-1221.00,Critical Thinking
1081,15-1221.00,Writing
1081,15-1221.00,Learning Strategies
1081,15-1221.00,Science
1081,15-1221.00,Apache Spark
1081,15-1221.00,Ansible software
1081,15-1221.00,Active Learning
1081,15-1221.00,Docker
1081,15-1221.00,Amazon Web Services AWS software
1082,43-4051.00,Adobe Illustrator
1082,43-4051.00,Adobe Acrobat
1082,43-4051.00,Monitoring
1082,43-4051.00,Writing
1082,43-4051.00,Speaking
1082,43-4051.00,Microsoft Office software
1082,43-4051.00,Facebook
1082,43-4051.00,Microsoft Excel
1082,43-4051.00,Apple macOS
1083,51-9083.00,Microsoft Word
1083,51-9083.00,Microsoft Excel
1083,51-9083.00,Microsoft PowerPoint
1083,51-9083.00,Reading Comprehension
1083,51-9083.00,Microsoft Office software
1083,51-9083.00,Monitoring
1083,51-9083.00,SAP software
1084,51-9195.05,Critical Thinking
1084,51-9195.05,Monitoring
1084,51-9195.05,Active Listening
1085,15-1221.00,Apache Hadoop
1085,15-1221.00,Ansible software
1085,15-1221.00,Apache Kafka
1085,15-1221.00,Bash
1085,15-1221.00,Reading Comprehension
1085,15-1221.00,Apache Spark
1085,15-1221.00,Docker
1085,15-1221.00,C
1085,15-1221.00,Go
1085,15-1221.00,Writing
1085,15-1221.00,Science
1085,15-1221.00,Amazon Web Services AWS software
1085,15-1221.00,Git
1085,15-1221.00,C++
1085,15-1221.00,GitHub
1088,43-4051.00,Writing
1088,43-4051.00,Google Docs
1088,43-4051.00,Active Listening
1088,43-4051.00,Adobe Photoshop
1088,43-4051.00,Reading Comprehension
1088,43-4051.00,Apple macOS
1088,43-4051.00,Critical Thinking
1088,43-4051.00,Intuit QuickBooks
1088,43-4051.00,Microsoft Outlook
1088,43-4051.00,Adobe Creative Cloud software
1088,43-4051.00,Speaking
1088,43-4051.00,Facebook
1088,43-4051.00,Monitoring
1092,43-4051.00,Reading Comprehension
1092,43-4051.00,Active Listening
1092,43-4051.00,Microsoft Office software
1092,43-4051.00,Adobe Acrobat
1092,43-4051.00,Microsoft Excel
1092,43-4051.00,Adobe Creative Cloud software
1092,43-4051.00,Writing
1092,43-4051.00,Intuit QuickBooks
1092,43-4051.00,Critical Thinking
1092,43-4051.00,Google Docs
1092,43-4051.00,Apple macOS
1092,43-4051.00,Speaking
1094,51-9083.00,Microsoft Office software
1094,51-9083.00,Microsoft Outlook
1094,51-9083.00,Monitoring
1094,51-9083.00,SAP software
1094,51-9083.00,Critical Thinking
1094,51-9083.00,Microsoft Word
1096,51-9195.05,Active Listening
1096,51-9195.05,Monitoring
1096,51-9195.05,Microsoft Excel
1096,51-9195.05,Critical Thinking
1097,15-1221.00,GitHub
1097,15-1221.00,Amazon Web Services AWS software
1097,15-1221.00,Active Learning
1097,15-1221.00,Go
1097,15-1221.00,Apache Hadoop
1097,15-1221.00,C++
1097,15-1221.00,Speaking
1097,15-1221.00,Critical Thinking
1097,15-1221.00,Ansible software
1097,15-1221.00,Apache Kafka
1097,15-1221.00,Reading Comprehension
1097,15-1221.00,Bash
1097,15-1221.00,Writing
1097,15-1221.00,Monitoring
1097,15-1221.00,Docker
1097,15-1221.00,Active Listening
1097,15-1221.00,Git
1098,43-4161.00,Speaking
1098,43-4161.00,Google Docs
1098,43-4161.00,Writing
1098,43-4161.00,Microsoft Outlook
1098,43-4161.00,Microsoft Word
1098,43-4161.00,Monitoring
1098,43-4161.00,Oracle HRIS
1098,43-4161.00,Active Learning
1098,43-4161.00,Microsoft PowerPoint
1098,43-4161.00,Microsoft Excel
1098,43-4161.00,Reading Comprehension
1098,43-4161.00,Active Listening
1098,43-4161.00,Microsoft Visio
1098,43-4161.00,Microsoft SharePoint
1099,43-4051.00,Active Listening
1099,43-4051.00,Monitoring
1099,43-4051.00,Adobe Creative Cloud software
1099,43-4051.00,Speaking
1099,43-4051.00,Adobe Illustrator
1099,43-4051.00,Microsoft Office software
1099,43-4051.00,Microsoft Outlook
1099,43-4051.00,Adobe Photoshop
1099,43-4051.00,Kronos Workforce Timekeeper
1100,53-3031.00,Microsoft Office software
1100,53-3031.00,Microsoft Excel
1100,53-3031.00,Reading Comprehension
1100,53-3031.00,Speaking
1101,15-1221.00,Speaking
1101,15-1221.00,Mathematics
1101,15-1221.00,Apache Hadoop
1101,15-1221.00,Ansible software
1101,15-1221.00,Active Learning
1101,15-1221.00,Apache Spark
1101,15-1221.00,C
1101,15-1221.00,Writing
1101,15-1221.00,Docker
1101,15-1221.00,Reading Comprehension
1101,15-1221.00,Critical Thinking
1101,15-1221.00,Apache Kafka
1101,15-1221.00,Amazon Web Services AWS software
1101,15-1221.00,GitHub
1101,15-1221.00,Go
1101,15-1221.00,Active Listening
1101,15-1221.00,Git
1102,51-9083.00,Microsoft PowerPoint
1102,51-9083.00,SAP software
1102,51-9083.00,Microsoft Word
1102,51-9083.00,Reading Comprehension
1102,51-9083.00,Microsoft Excel
1103,43-4051.00,Intuit QuickBooks
1103,43-4051.00,Reading Comprehension
1103,43-4051.00,Facebook
1103,43-4051.00,Writing
1103,43-4051.00,Google Docs
1103,43-4051.00,Active Listening
1103,43-4051.00,Adobe Illustrator
1103,43-4051.00,Microsoft Excel
1103,43-4051.00,Adobe Acrobat
1103,43-4051.00,Microsoft Outlook
1105,53-3031.00,Microsoft Excel
1105,53-3031.00,Speaking
1105,53-3031.00,Reading Comprehension
1105,53-3031.00,Critical Thinking
1106,51-9083.00,Microsoft Office software
1106,51-9083.00,Monitoring
1106,51-9083.00,Microsoft Excel
1106,51-9083.00,Microsoft Word
1106,51-9083.00,Reading Comprehension
1106,51-9083.00,Critical Thinking
1107,51-9083.00,SAP software
1107,51-9083.00,Microsoft Office software
1107,51-9083.00,Microsoft Outlook
1107,51-9083.00,Reading Comprehension
1107,51-9083.00,Monitoring
1107,51-9083.00,Microsoft Excel
1107,51-9083.00,Microsoft Word
1108,15-1221.00,Reading Comprehension
1108,15-1221.00,Speaking
1108,15-1221.00,Apache Spark
1108,15-1221.00,Critical Thinking
1108,15-1221.00,Amazon Web Services AWS software
1108,15-1221.00,Mathematics
1108,15-1221.00,C
1108,15-1221.00,Apache Hadoop
1108,15-1221.00,Go
1108,15-1221.00,Active Listening
1108,15-1221.00,Monitoring
1108,15-1221.00,Ansible software
1108,15-1221.00,C++
1108,15-1221.00,Docker
1108,15-1221.00,Git
1108,15-1221.00,Apache Kafka
1109,47-1011.03,Microsoft PowerPoint
1109,47-1011.03,Microsoft Visio
1109,47-1011.03,Oracle Primavera Enterprise Project Portfolio Management
1109,47-1011.03,Mathematics
1109,47-1011.03,Microsoft Office software
1109,47-1011.03,Monitoring
1109,47-1011.03,Microsoft Excel
1109,47-1011.03,Autodesk AutoCAD Civil 3D
1109,47-1011.03,Microsoft Project
1109,47-1011.03,Active Learning
1111,51-9083.00,Microsoft Word
1111,51-9083.00,Monitoring
1111,51-9083.00,Microsoft PowerPoint
1111,51-9083.00,Microsoft Excel
1111,51-9083.00,Reading Comprehension
1111,51-9083.00,SAP software
1113,53-3031.00,Microsoft Office software
1113,53-3031.00,Active Listening
1113,53-3031.00,Microsoft Excel
1113,53-3031.00,Reading Comprehension
1113,53-3031.00,Writing
1114,53-3031.00,Writing
1114,53-3031.00,Active Listening
1114,53-3031.00,Microsoft Excel
1114,53-3031.00,Reading Comprehension
1114,53-3031.00,Speaking
1114,53-3031.00,Critical Thinking
1115,15-1221.00,Science
1115,15-1221.00,Ansible software
1115,15-1221.00,Active Learning
1115,15-1221.00,Active Listening
1115,15-1221.00,Docker
1115,15-1221.00,Monitoring
1115,15-1221.00,C++
1115,15-1221.00,C
1115,15-1221.00,Apache Spark
1115,15-1221.00,Amazon Web Services AWS software
1116,47-1011.03,Active Listening
1116,47-1011.03,Microsoft Word
1116,47-1011.03,Microsoft Excel
1116,47-1011.03,Mathematics
1116,47-1011.03,Microsoft Windows
1116,47-1011.03,Microsoft Outlook
1116,47-1011.03,Autodesk AutoCAD
1116,47-1011.03,Microsoft Visio
1116,47-1011.03,Monitoring
1116,47-1011.03,Writing
1116,47-1011.03,Learning Strategies
1116,47-1011.03,Microsoft Office software
1116,47-1011.03,Autodesk AutoCAD Civil 3D
1116,47-1011.03,Autodesk Revit
1116,47-1011.03,Speaking
1116,47-1011.03,Reading Comprehension
1117,53-3031.00,Microsoft Excel
1117,53-3031.00,Speaking
1117,53-3031.00,Microsoft Office software
1117,53-3031.00,Critical Thinking
1117,53-3031.00,Active Listening
1118,43-4051.00,Google Docs
1118,43-4051.00,Writing
1118,43-4051.00,Intuit QuickBooks
1118,43-4051.00,Kronos Workforce Timekeeper
1118,43-4051.00,Adobe Creative Cloud software
1118,43-4051.00,Apple macOS
1118,43-4051.00,Adobe Illustrator
1118,43-4051.00,Adobe Photoshop
1118,43-4051.00,Active Listening
1118,43-4051.00,Facebook
1118,43-4051.00,Critical Thinking
1119,53-3031.00,Writing
1119,53-3031.00,Reading Comprehension
1119,53-3031.00,Speaking
1119,53-3031.00,Microsoft Office software
1119,53-3031.00,Critical Thinking
1120,15-1221.00,Git
1120,15-1221.00,Amazon Web Services AWS software
1120,15-1221.00,Active Learning
1120,15-1221.00,Writing
1120,15-1221.00,Monitoring
1120,15-1221.00,Active Listening
1120,15-1221.00,Learning Strategies
1120,15-1221.00,Mathematics
1120,15-1221.00,Ansible software
1120,15-1221.00,C++
1120,15-1221.00,Critical Thinking
1120,15-1221.00,Docker
1120,15-1221.00,Speaking
1120,15-1221.00,Apache Kafka
1120,15-1221.00,Reading Comprehension
1120,15-1221.00,Science
1120,15-1221.00,Apache Hadoop
1120,15-1221.00,Apache Spark
1121,51-9195.05,Active Listening
1121,51-9195.05,Microsoft Outlook
1121,51-9195.05,Microsoft Excel
1124,47-1011.03,Microsoft Project
1124,47-1011.03,Autodesk AutoCAD Civil 3D
1124,47-1011.03,Autodesk Revit
1124,47-1011.03,Mathematics
1124,47-1011.03,Oracle Primavera Enterprise Project Portfolio Management
1124,47-1011.03,Microsoft Excel
1124,47-1011.03,Active Listening
1124,47-1011.03,Reading Comprehension
1124,47-1011.03,Learning Strategies
1124,47-1011.03,Speaking
1124,47-1011.03,Writing
1124,47-1011.03,Critical Thinking
1124,47-1011.03,Microsoft Visio
1125,53-3031.00,Microsoft Excel
1125,53-3031.00,Speaking
1125,53-3031.00,Reading Comprehension
1125,53-3031.00,Writing
1125,53-3031.00,Microsoft Office software
1125,53-3031.00,Active Listening
1126,51-9195.05,Microsoft Outlook
1126,51-9195.05,Monitoring
1126,51-9195.05,Microsoft Excel
1127,43-4051.00,Intuit QuickBooks
1127,43-4051.00,Writing
1127,43-4051.00,Adobe Illustrator
1127,43-4051.00,Microsoft Excel
1127,43-4051.00,Adobe Creative Cloud software
1127,43-4051.00,Monitoring
1127,43-4051.00,Active Listening
1127,43-4051.00,Critical Thinking
1127,43-4051.00,Adobe Photoshop
1127,43-4051.00,Microsoft Office software
1127,43-4051.00,Apple macOS
1127,43-4051.00,Kronos Workforce Timekeeper
1128,27-2041.00,Microsoft Word
1128,27-2041.00,Learning Strategies
1128,27-2041.00,Reading Comprehension
1128,27-2041.00,Active Learning
1128,27-2041.00,Microsoft Office software
1128,27-2041.00,Writing
1131,15-1221.00,Git
1131,15-1221.00,Active Listening
1131,15-1221.00,Active Learning
1131,15-1221.00,C++
1131,15-1221.00,Learning Strategies
1131,15-1221.00,Docker
1131,15-1221.00,Writing
1131,15-1221.00,Critical Thinking
1131,15-1221.00,Speaking
1131,15-1221.00,Apache Hadoop
1132,51-9083.00,Critical Thinking
1132,51-9083.00,Microsoft Word
1132,51-9083.00,Microsoft Excel
1132,51-9083.00,Microsoft Outlook
1132,51-9083.00,Reading Comprehension
1133,51-9195.05,Active Listening
1133,51-9195.05,Monitoring
1133,51-9195.05,Critical Thinking
1133,51-9195.05,Microsoft Outlook
1135,41-4012.00,Adobe Creative Cloud software
1135,41-4012.00,Autodesk AutoCAD
1135,41-4012.00,Microsoft Office software
1135,41-4012.00,Adobe InDesign
1135,41-4012.00,Critical Thinking
1135,41-4012.00,Microsoft Outlook
1135,41-4012.00,Writing
1135,41-4012.00,Microsoft Excel
1135,41-4012.00,Apple macOS
1135,41-4012.00,Reading Comprehension
1135,41-4012.00,Salesforce software
1136,15-1221.00,Monitoring
1136,15-1221.00,Learning Strategies
1136,15-1221.00,Mathematics
1136,15-1221.00,Apache Hadoop
1136,15-1221.00,Amazon Web Services AWS software
1136,15-1221.00,Active Learning
1136,15-1221.00,Apache Kafka
1136,15-1221.00,C++
1136,15-1221.00,Go
1136,15-1221.00,C
1136,15-1221.00,Writing
1136,15-1221.00,Science
1136,15-1221.00,Speaking
1136,15-1221.00,Docker
1136,15-1221.00,Git
1136,15-1221.00,GitHub
1137,53-3031.00,Microsoft Office software
1137,53-3031.00,Reading Comprehension
1137,53-3031.00,Critical Thinking
1137,53-3031.00,Active Listening
1137,53-3031.00,Microsoft Excel
1138,53-3031.00,Active Listening
1138,53-3031.00,Microsoft Excel
1138,53-3031.00,Writing
1138,53-3031.00,Microsoft Office software
1140,51-9195.05,Monitoring
1140,51-9195.05,Critical Thinking
1143,15-1221.00,C++
1143,15-1221.00,Apache Spark
1143,15-1221.00,Monitoring
1143,15-1221.00,Active Learning
1143,15-1221.00,Active Listening
1143,15-1221.00,Amazon Web Services AWS software
1143,15-1221.00,Ansible software
1143,15-1221.00,Mathematics
1143,15-1221.00,GitHub
1143,15-1221.00,Git
1143,15-1221.00,Apache Kafka
1143,15-1221.00,Learning Strategies
1148,51-9083.00,Microsoft PowerPoint
1148,51-9083.00,Reading Comprehension
1148,51-9083.00,Microsoft Excel
1148,51-9083.00,SAP software
1148,51-9083.00,Microsoft Word
1148,51-9083.00,Microsoft Outlook
1148,51-9083.00,Critical Thinking
1150,51-9195.05,Active Listening
1150,51-9195.05,Microsoft Outlook
1150,51-9195.05,Critical Thinking
1150,51-9195.05,Microsoft Excel
1152,43-4161.00,Oracle PeopleSoft
1152,43-4161.00,Monitoring
1152,43-4161.00,Microsoft PowerPoint
1152,43-4161.00,Reading Comprehension
1152,43-4161.00,Microsoft SharePoint
1152,43-4161.00,Microsoft Access
1152,43-4161.00,Oracle HRIS
1152,43-4161.00,Critical Thinking
1152,43-4161.00,Writing
1152,43-4161.00,Applicant tracking software
1152,43-4161.00,Active Listening
1152,43-4161.00,Active Learning
1152,43-4161.00,Microsoft Visio
1152,43-4161.00,Microsoft Outlook
1152,43-4161.00,Google Docs
1154,15-1221.00,Speaking
1154,15-1221.00,Critical Thinking
1154,15-1221.00,Amazon Web Services AWS software
1154,15-1221.00,Reading Comprehension
1154,15-1221.00,Ansible software
1154,15-1221.00,C
1154,15-1221.00,Monitoring
1154,15-1221.00,Go
1154,15-1221.00,Writing
1154,15-1221.00,Learning Strategies
1154,15-1221.00,GitHub
1154,15-1221.00,Git
1154,15-1221.00,Mathematics
1156,51-9083.00,Microsoft PowerPoint
1156,51-9083.00,Critical Thinking
1156,51-9083.00,Reading Comprehension
1156,51-9083.00,Microsoft Office software
1156,51-9083.00,SAP software
1156,51-9083.00,Microsoft Outlook
1157,53-3031.00,Writing
1157,53-3031.00,Microsoft Office software
1157,53-3031.00,Speaking
1158,51-9083.00,Monitoring
1158,51-9083.00,Microsoft PowerPoint
1158,51-9083.00,SAP software
1158,51-9083.00,Critical Thinking
1158,51-9083.00,Microsoft Excel
1158,51-9083.00,Microsoft Word
1158,51-9083.00,Reading Comprehension
1160,51-9083.00,Reading Comprehension
1160,51-9083.00,Monitoring
1160,51-9083.00,Microsoft Word
1160,51-9083.00,Microsoft Office software
1160,51-9083.00,Microsoft Excel
1161,43-4051.00,Writing
1161,43-4051.00,Facebook
1161,43-4051.00,Intuit QuickBooks
1161,43-4051.00,Adobe Acrobat
1161,43-4051.00,Apple macOS
1161,43-4051.00,Critical Thinking
1161,43-4051.00,Speaking
1161,43-4051.00,Microsoft Office software
1161,43-4051.00,Kronos Workforce Timekeeper
1161,43-4051.00,Adobe Creative Cloud software
1161,43-4051.00,Reading Comprehension
1161,43-4051.00,Adobe Illustrator
1161,43-4051.00,Monitoring
1161,43-4051.00,Microsoft Outlook
1162,15-1221.00,Ansible software
1162,15-1221.00,Apache Kafka
1162,15-1221.00,Speaking
1162,15-1221.00,Go
1162,15-1221.00,Git
1162,15-1221.00,Writing
1162,15-1221.00,Science
1162,15-1221.00,Active Learning
1162,15-1221.00,Amazon Web Services AWS software
1162,15-1221.00,GitHub
1162,15-1221.00,Learning Strategies
1163,53-3031.00,Critical Thinking
1163,53-3031.00,Writing
1163,53-3031.00,Active Listening
1163,53-3031.00,Microsoft Excel
1164,43-4161.00,Microsoft Outlook
1164,43-4161.00,Reading Comprehension
1164,43-4161.00,Google Docs
1164,43-4161.00,Microsoft Excel
1164,43-4161.00,Microsoft SharePoint
1164,43-4161.00,Speaking
1164,43-4161.00,Critical Thinking
1164,43-4161.00,Monitoring
1164,43-4161.00,Microsoft Word
1164,43-4161.00,Active Learning
1164,43-4161.00,Microsoft Visio
1164,43-4161.00,Active Listening
1164,43-4161.00,Oracle PeopleSoft
1164,43-4161.00,Writing
1165,53-3031.00,Active Listening
1165,53-3031.00,Critical Thinking
1165,53-3031.00,Reading Comprehension
1165,53-3031.00,Microsoft Excel
1165,53-3031.00,Writing
1166,27-2041.00,Active Learning
1166,27-2041.00,Microsoft Word
1166,27-2041.00,Monitoring
1166,27-2041.00,Critical Thinking
1166,27-2041.00,Reading Comprehension
1166,27-2041.00,Speaking
1166,27-2041.00,Active Listening
1166,27-2041.00,Writing
1167,53-3031.00,Active Listening
1167,53-3031.00,Reading Comprehension
1167,53-3031.00,Speaking
1171,53-3031.00,Critical Thinking
1171,53-3031.00,Speaking
1171,53-3031.00,Reading Comprehension
1171,53-3031.00,Microsoft Office software
1172,51-9083.00,Microsoft PowerPoint
1172,51-9083.00,Microsoft Word
1172,51-9083.00,SAP software
1172,51-9083.00,Microsoft Outlook
1172,51-9083.00,Microsoft Excel
1173,51-9083.00,Microsoft PowerPoint
1173,51-9083.00,SAP software
1173,51-9083.00,Microsoft Word
1173,51-9083.00,Microsoft Office software
1173,51-9083.00,Microsoft Excel
1175,51-9083.00,Microsoft Word
1175,51-9083.00,Microsoft Office software
1175,51-9083.00,Microsoft Excel
1175,51-9083.00,Reading Comprehension
1175,51-9083.00,Monitoring
1175,51-9083.00,SAP software
1175,51-9083.00,Critical Thinking
1177,51-9083.00,Monitoring
1177,51-9083.00,Microsoft Word
1177,51-9083.00,SAP software
1177,51-9083.00,Microsoft Office software
1177,51-9083.00,Microsoft PowerPoint
1177,51-9083.00,Microsoft Outlook
1177,51-9083.00,Critical Thinking
1179,53-3031.00,Speaking
1179,53-3031.00,Reading Comprehension
1179,53-3031.00,Microsoft Excel
1179,53-3031.00,Writing
1179,53-3031.00,Microsoft Office software
1180,15-1221.00,Go
1180,15-1221.00,Amazon Web Services AWS software
1180,15-1221.00,Apache Kafka
1180,15-1221.00,Writing
1180,15-1221.00,Docker
1180,15-1221.00,Git
1180,15-1221.00,Active Listening
1180,15-1221.00,Science
1180,15-1221.00,Monitoring
1180,15-1221.00,Ansible software
1180,15-1221.00,Active Learning
1180,15-1221.00,GitHub
1180,15-1221.00,Critical Thinking
1180,15-1221.00,Apache Spark
1180,15-1221.00,C
1180,15-1221.00,Mathematics
1180,15-1221.00,Learning Strategies
1180,15-1221.00,Bash
1182,51-9195.05,Microsoft Outlook
1182,51-9195.05,Microsoft Excel
1182,51-9195.05,Critical Thinking
1182,51-9195.05,Monitoring
1184,43-4051.00,Microsoft Office software
1184,43-4051.00,Monitoring
1184,43-4051.00,Microsoft Excel
1184,43-4051.00,Adobe Acrobat
1184,43-4051.00,Microsoft Outlook
1184,43-4051.00,Critical Thinking
1184,43-4051.00,Writing
